id,manuscript_id,work_id,chapter,section,subsection,extract,page,settlement,repository,shelfmark,locus,provenance,dating,refs,rawtext,notes
1138,1138,42,Hagiography,Martyrology,,,91,LONDON,British Library,Addit. 14801,,Ste Marie de Transtévère,s. ix2,"Quentin, 42.","p. 91 [=M]: LONDON, British Library, Addit. 14801. s. ix2, Ste Marie de Transtévère. Quentin, 42.",
1139,1139,42,Hagiography,Martyrology,,,91,LONDON,British Library,Addit. 19725,,,s. x1,"Ibid., 26.","p. 91 [=M]: LONDON, British Library, Addit. 19725. s. x1. Ibid., 26.",
1140,1140,42,Hagiography,Martyrology,,,91,MONTE CASSINO,Archivio della Badia,179,,S. Nicola della Cicogna,s. xi1,"Ibid., 44; E. A. Loew, Beneventan Script 75 and 346. Contains only extracts.","p. 91 [=M]: MONTE CASSINO, Archivio della Badia, 179. s. xi1, S. Nicola della Cicogna. Ibid., 44; E. A. Loew, Beneventan Script 75 and 346. Contains only extracts.",
1141,1141,42,Hagiography,Martyrology,,,91,MONTPELLIER,École de Médecine,H 410,,,s. ix-x,"Quentin, 27.","p. 91 [=M]: MONTPELLIER, École de Médecine, H 410. s. ix-x. Quentin, 27.",
1142,1142,42,Hagiography,Martyrology,,,91,MUNICH,Bayerische Staatsbibliothek,15818,,Salzburg,s. ix,"Ibid., 30.","p. 91 [=M]: MUNICH, Bayerische Staatsbibliothek, 15818. s. ix, Salzburg. Ibid., 30.",
1143,1143,42,Hagiography,Martyrology,,,92,PARIS,Bibliothèque nationale,lat. 5552,,Limoges,s. ix ex.,"Ibid., 31. Contains only a part of the work.","p. 92 [=M]: PARIS, Bibliothèque nationale, lat. 5552. s. ix ex., Limoges. Ibid., 31. Contains only a part of the work.",
1144,1144,42,Hagiography,Martyrology,,,92,ROME,Biblioteca Vallicelliana,F 85,,Rome,s. xi,"Ibid., 38.","p. 92 [=M]: ROME, Biblioteca Vallicelliana, F 85. s. xi, Rome. Ibid., 38.",
1145,1145,42,Hagiography,Martyrology,,,92,ST GALL,Stiftsbibliothek,451,,St Gall,s. ix med.,"Ibid., 18, but Quentin’s date, like Lindsay’s (Notae latinae, 484), is too early. See A. Bruckner in SMAH II, 105 with plate XIII.","p. 92 [=M]: ST GALL, Stiftsbibliothek, 451. s. ix med., St Gall. Ibid., 18, but Quentin’s date, like Lindsay’s (Notae latinae, 484), is too early. See A. Bruckner in SMAH II, 105 with plate XIII.",
1146,1146,42,Hagiography,Martyrology,,,92,VATICAN CITY,Archivio della basilica di S. Pietro,H 58,,,s. xii in.,"Quentin, 39.","p. 92 [=M]: VATICAN CITY, Archivio della basilica di S. Pietro, H 58. s. xii in.. Quentin, 39.",
1147,1147,42,Hagiography,Martyrology,,,92,VATICAN CITY,Biblioteca Apostolica Vaticana,Barberin. XIV 19,,Italian,s. x,"Ibid., 31.","p. 92 [=M]: VATICAN CITY, Biblioteca Apostolica Vaticana, Barberin. XIV 19. s. x, Italian. Ibid., 31.",
1148,1148,42,Hagiography,Martyrology,,,92,VATICAN CITY,Biblioteca Apostolica Vaticana,Ottob. 3,,,s. xii?,"Ibid., 45. An abridgement.","p. 92 [=M]: VATICAN CITY, Biblioteca Apostolica Vaticana, Ottob. 3. s. xii?. Ibid., 45. An abridgement.",
1149,1149,42,Hagiography,Martyrology,,,92,VATICAN CITY,Biblioteca Apostolica Vaticana,Ottob. 38,,,,"Ibid., 45. An abridgement.","p. 92 [=M]: VATICAN CITY, Biblioteca Apostolica Vaticana, Ottob. 38.., . Ibid., 45. An abridgement.",
1150,1150,42,Hagiography,Martyrology,,,92,VATICAN CITY,Biblioteca Apostolica Vaticana,Ottob. 313,,,s. ix2,"Ibid., 24.","p. 92 [=M]: VATICAN CITY, Biblioteca Apostolica Vaticana, Ottob. 313. s. ix2. Ibid., 24.",
1151,1151,42,Hagiography,Martyrology,,,92,VATICAN CITY,Biblioteca Apostolica Vaticana,Pal. 833,,Lorsch,s. ix,"Ibid., 20; W. M. Lindsay, Palaeographia latina III, 27.","p. 92 [=M]: VATICAN CITY, Biblioteca Apostolica Vaticana, Pal. 833. s. ix, Lorsch. Ibid., 20; W. M. Lindsay, Palaeographia latina III, 27.",
1152,1152,42,Hagiography,Martyrology,,,92,VATICAN CITY,Biblioteca Apostolica Vaticana,Pal. 834,,Lorsch,A.D. 836 (?),"Quentin, 19; W. M. Lindsay, Notae latinae, 481.","p. 92 [=M]: VATICAN CITY, Biblioteca Apostolica Vaticana, Pal. 834. A.D. 836 (?), Lorsch. Quentin, 19; W. M. Lindsay, Notae latinae, 481.",
1153,1153,42,Hagiography,Martyrology,,,92,VATICAN CITY,Biblioteca Apostolica Vaticana,Regin. 435,,,,"Quentin, 45. An abridgement.","p. 92 [=M]: VATICAN CITY, Biblioteca Apostolica Vaticana, Regin. 435.., . Quentin, 45. An abridgement.",
1154,1154,42,Hagiography,Martyrology,,,92,VERONA,Biblioteca capitolare,65,,,s. ix1,"Ibid., 23; W. M. Lindsay, Notae latinae, 490.","p. 92 [=M]: VERONA, Biblioteca capitolare, 65. s. ix1. Ibid., 23; W. M. Lindsay, Notae latinae, 490.",
1155,1155,42,Hagiography,Martyrology,,,92,WÜRZBURG,Universitätsbibliothek,Theol. fol. 49,,,s. ix,"Quentin, 23, note 1.","p. 92 [=M]: WÜRZBURG, Universitätsbibliothek, Theol. fol. 49. s. ix. Quentin, 23, note 1.",
1156,1156,42,Hagiography,Martyrology,,,92,ZUERICH,Zentralbibliothek,Car C 176,fols. 113-136v,,s. x-xi,"Cunibert Mohlberg, Kat. der HSS der Zentralbibliothek Zürich: I Mittelalterliche HSS, 147. The MS belongs to class II of Quentin’s classification, but the text is incomplete.","p. 92 [=M]: ZUERICH, Zentralbibliothek, Car C 176, fols. 113-136v. s. x-xi. Cunibert Mohlberg, Kat. der HSS der Zentralbibliothek Zürich: I Mittelalterliche HSS, 147. The MS belongs to class II of Quentin’s classification, but the text is incomplete.",
1157,1157,41,History,Ecclesiastical History of the English People,,,94,ADMONT,Stiftsbibliothek,326,,,s. xii,"ZBW, Beiheft 4, 503 and 519, note 71.","p. 94 [=HE]: ADMONT, Stiftsbibliothek, 326. s. xii. ZBW, Beiheft 4, 503 and 519, note 71.",
1158,1158,41,History,Ecclesiastical History of the English People,,,94,ADMONT,Stiftsbibliothek,552,,,s. xiii,Ibid.,"p. 94 [=HE]: ADMONT, Stiftsbibliothek, 552. s. xiii. Ibid.",
1159,1159,41,History,Ecclesiastical History of the English People,,,94,BAMBERG,Landesbibliothek,E III 14,fols. 235-350,Chapter library,s. xi,"Friedrich Leitschuh, Kat der HSS der kgl. Bibliothek zu Bamberg I, 125-26. Probably written in Italy.","p. 94 [=HE]: BAMBERG, Landesbibliothek, E III 14, fols. 235-350. s. xi, Chapter library. Friedrich Leitschuh, Kat der HSS der kgl. Bibliothek zu Bamberg I, 125-26. Probably written in Italy.",
1160,1160,41,History,Ecclesiastical History of the English People,,,94,BERLIN,Staatsbibliothek Preußischer Kulturbesitz,Hamilton 70,,,s. x,"Neues Archiv VIII (1883), 330.","p. 94 [=HE]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, Hamilton 70. s. x. Neues Archiv VIII (1883), 330.",
1161,1161,41,History,Ecclesiastical History of the English People,,,94,BERLIN,Staatsbibliothek Preußischer Kulturbesitz,lat. 2° 378,,,s. x/xi,"Munich, SB for 1933, Heft 9, 3.","p. 94 [=HE]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, lat. 2° 378. s. x/xi. Munich, SB for 1933, Heft 9, 3.",
1162,1162,41,History,Ecclesiastical History of the English People,,,94,BERLIN,Staatsbibliothek Preußischer Kulturbesitz,133 (Phillipps 1873),,Trier,s. ix/x,"Rose I, 296.","p. 94 [=HE]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, 133 (Phillipps 1873). s. ix/x, Trier. Rose I, 296.",
1163,1163,41,History,Ecclesiastical History of the English People,,,94,BERN,Stadtbibliothek,49,fols. 1-258v,Fleury,s. xi,"H. Hagen, Cat. codd. bernensium, 73; Vienna, SB L (1865), 127.","p. 94 [=HE]: BERN, Stadtbibliothek, 49, fols. 1-258v. s. xi, Fleury. H. Hagen, Cat. codd. bernensium, 73; Vienna, SB L (1865), 127.",
1164,1164,41,History,Ecclesiastical History of the English People,,,94,BERN,Stadtbibliothek,363,fols. 188v-194,N. Italian,s. ix/x,"J. F. Kenney, The sources for the early history of Ireland, 559-60. A famous MS, especially for its text of Horace; it was copied by Irish scribe and was long in Fleury. Mr Kenney gives a full modern bibliography.","p. 94 [=HE]: BERN, Stadtbibliothek, 363, fols. 188v-194. s. ix/x, N. Italian. J. F. Kenney, The sources for the early history of Ireland, 559-60. A famous MS, especially for its text of Horace; it was copied by Irish scribe and was long in Fleury. Mr Kenney gives a full modern bibliography.",
1165,1165,41,History,Ecclesiastical History of the English People,,,95,BOLOGNA,Biblioteca comunale,131,,,s.?,"Archiv XII (1874), 576.","p. 95 [=HE]: BOLOGNA, Biblioteca comunale, 131. s.?. Archiv XII (1874), 576.",
1166,1166,41,History,Ecclesiastical History of the English People,,,95,BOULOGNE,Bibliothèque publique,103,,St Bertin,s. xi,"CG IV (1872), 635.","p. 95 [=HE]: BOULOGNE, Bibliothèque publique, 103. s. xi, St Bertin. CG IV (1872), 635.",
1167,1167,41,History,Ecclesiastical History of the English People,,,95,BOURGES,Bibliothèque publique,97,fols. 186-188v,Chapter library,s. xiii,"CG I (1886), 23. Some fragments only.","p. 95 [=HE]: BOURGES, Bibliothèque publique, 97, fols. 186-188v. s. xiii, Chapter library. CG I (1886), 23. Some fragments only.",
1168,1168,41,History,Ecclesiastical History of the English People,,,95,BRESLAU,Universitätsbibliothek,43,,,s. xv,"Archiv XI (1858), 708.","p. 95 [=HE]: BRESLAU, Universitätsbibliothek, 43. s. xv. Archiv XI (1858), 708.",
1169,1169,41,History,Ecclesiastical History of the English People,,,95,BRUSSELS,Bibliothèque royale,II 2295 (VDG 1353),fols. 1-168,Stavelot,s. ix,"Van den Gheyn II, 292. This MS was once in the Ashburnham collection. See Cat. of the MSS at Ashburnham Place: Appendix, No. CIII. Chapters one to six of the first Book are missing, the text beginning with the words (HE i, 7): ""qui de toto orbe ad dominum venirent.""","p. 95 [=HE]: BRUSSELS, Bibliothèque royale, II 2295 (VDG 1353), fols. 1-168. s. ix, Stavelot. Van den Gheyn II, 292. This MS was once in the Ashburnham collection. See Cat. of the MSS at Ashburnham Place: Appendix, No. CIII. Chapters one to six of the first Book are missing, the text beginning with the words (HE i, 7): ""qui de toto orbe ad dominum venirent.""",
1170,1170,41,History,Ecclesiastical History of the English People,,,95,BRUSSELS,Bibliothèque royale,3116,fols. 2-87,Turnhout,s. xv,"Van den Gheyn II, 40.","p. 95 [=HE]: BRUSSELS, Bibliothèque royale, 3116, fols. 2-87. s. xv, Turnhout. Van den Gheyn II, 40.",
1171,11,41,History,Ecclesiastical History of the English People,,,95,BURY ST EDMUNDS,Cathedral Church of St James,s.n. (Syon K 59),,Syon,s. xiv-xv,"Laistner, No. 15 on page xxxvi; Ker, 102. Formerly Syon K 59; Bury St. Edmunds Cathedral Library.","p. 95 [=HE]: BURY ST EDMUNDS, Cathedral Church of St James, s.n. (Syon K 59). s. xiv-xv, Syon. Laistner, No. 15 on page xxxvi; Ker, 102. Formerly Syon K 59; Bury St. Edmunds Cathedral Library.",
1172,1172,41,History,Ecclesiastical History of the English People,,,95,CAMBRIDGE,University Library,Kk v 16,,Northumbria,A.D. 737,"Plummer I, lxxxix-xci (M); E. A. Lowe, Codd. lat. antiquiores II, xiii, names this MS as an example of Northumbrian calligraphy. But on page 7 he observes: ""written presumably in the North of England or possibly in a Continental centre with Northumbrian connections."" Reproductions of two pages in Palaeographical Society: First series, plates 139-40.","p. 95 [=HE]: CAMBRIDGE, University Library, Kk v 16. A.D. 737, Northumbria. Plummer I, lxxxix-xci (M); E. A. Lowe, Codd. lat. antiquiores II, xiii, names this MS as an example of Northumbrian calligraphy. But on page 7 he observes: ""written presumably in the North of England or possibly in a Continental centre with Northumbrian connections."" Reproductions of two pages in Palaeographical Society: First series, plates 139-40.",
1173,1173,41,History,Ecclesiastical History of the English People,,,95,CAMBRIDGE,Corpus Christi College,264,,Norwich,s. xiv,"James II, 12; Ker, 77.","p. 95 [=HE]: CAMBRIDGE, Corpus Christi College, 264. s. xiv, Norwich. James II, 12; Ker, 77.",
1174,1174,41,History,Ecclesiastical History of the English People,,,95,CAMBRIDGE,Corpus Christi College,359,fols. 1-70,,s. xiv1,"James II, 192.","p. 95 [=HE]: CAMBRIDGE, Corpus Christi College, 359, fols. 1-70. s. xiv1. James II, 192.",
1175,1175,41,History,Ecclesiastical History of the English People,,,95,CAMBRIDGE,Emmanuel College,I. 1. 3 (3),,,A.D. 1481,"James, 3.","p. 95 [=HE]: CAMBRIDGE, Emmanuel College, I. 1. 3 (3). A.D. 1481. James, 3.",
1176,1176,41,History,Ecclesiastical History of the English People,,,95,CAMBRIDGE,Fitzwilliam Museum,McClean 109 (Phillipps 15601),,Lincoln,s. xv,"M. R. James, Descr. Cat. of the McClean collection of MSS, 241; Ker, 65.","p. 95 [=HE]: CAMBRIDGE, Fitzwilliam Museum, McClean 109 (Phillipps 15601). s. xv, Lincoln. M. R. James, Descr. Cat. of the McClean collection of MSS, 241; Ker, 65.",
1177,1177,41,History,Ecclesiastical History of the English People,,,95,CAMBRIDGE,Pembroke College,82,,Tynemouth,s. xii,"Plummer I, cvi (P); James, 72; Ker, 106.","p. 95 [=HE]: CAMBRIDGE, Pembroke College, 82. s. xii, Tynemouth. Plummer I, cvi (P); James, 72; Ker, 106.",
1178,1178,41,History,Ecclesiastical History of the English People,,,95,CAMBRIDGE,St John’s College,B. 5 (27),,Pleshey,s. xiv,"James, 36; Ker, 85.","p. 95 [=HE]: CAMBRIDGE, St John’s College, B. 5 (27). s. xiv, Pleshey. James, 36; Ker, 85.",
1179,1179,41,History,Ecclesiastical History of the English People,,,95,CAMBRIDGE,St John’s College,S. 6 (254),,,s. xv,"James, 290.","p. 95 [=HE]: CAMBRIDGE, St John’s College, S. 6 (254). s. xv. James, 290.",
1180,1180,41,History,Ecclesiastical History of the English People,,,95,CAMBRIDGE,Sidney Sussex College,∆. 2. 8 (30),,,s. xiv/xv,"James, 14.","p. 95 [=HE]: CAMBRIDGE, Sidney Sussex College, ∆. 2. 8 (30). s. xiv/xv. James, 14.",
1181,1181,41,History,Ecclesiastical History of the English People,,,95,CAMBRIDGE,Sidney Sussex College,∆. 5. 17 (102),,Bury St Edmunds,s. xv,"James, 124; Ker, 12.","p. 95 [=HE]: CAMBRIDGE, Sidney Sussex College, ∆. 5. 17 (102). s. xv, Bury St Edmunds. James, 124; Ker, 12.",
1182,1182,41,History,Ecclesiastical History of the English People,,,96,CAMBRIDGE,Trinity College,R. 5 22 (717),fols. 1-44,Salisbury,s. xiv,"James II, 190; Ker, 96.","p. 96 [=HE]: CAMBRIDGE, Trinity College, R. 5 22 (717), fols. 1-44. s. xiv, Salisbury. James II, 190; Ker, 96.",
1183,1183,41,History,Ecclesiastical History of the English People,,,96,CAMBRIDGE,Trinity College,R. 5. 27 (722),,,s. xii,"James II, 196.","p. 96 [=HE]: CAMBRIDGE, Trinity College, R. 5. 27 (722). s. xii. James II, 196.",
1184,1184,41,History,Ecclesiastical History of the English People,,,96,CAMBRIDGE,Trinity College,R. 7. 3 (741),,,s. xiv1,"Ibid., 218.","p. 96 [=HE]: CAMBRIDGE, Trinity College, R. 7. 3 (741). s. xiv1. Ibid., 218.",
1185,1185,41,History,Ecclesiastical History of the English People,,,96,CAMBRIDGE,Trinity College,R. 7. 5 (743),,,s. x/xi,"Ibid., 220.","p. 96 [=HE]: CAMBRIDGE, Trinity College, R. 7. 5 (743). s. x/xi. Ibid., 220.",
1186,1186,41,History,Ecclesiastical History of the English People,,,96,CHARTRES,Bibliothèque publique,21,fols. 1-6v; 109-111,St Père,s. ix,"CG XI (1890), 8-9. Fragments from the fourth and fifth Books.","p. 96 [=HE]: CHARTRES, Bibliothèque publique, 21, fols. 1-6v; 109-111. s. ix, St Père. CG XI (1890), 8-9. Fragments from the fourth and fifth Books.",
1187,1187,41,History,Ecclesiastical History of the English People,,,96,CHARTRES,Bibliothèque publique,80,fols. 51-52v,St Père,s. ix,"Ibid., 42. A small fragment only.","p. 96 [=HE]: CHARTRES, Bibliothèque publique, 80, fols. 51-52v. s. ix, St Père. Ibid., 42. A small fragment only.",
1188,1188,41,History,Ecclesiastical History of the English People,,,96,CHICAGO,Library of C. L. Ricketts,177,,probably English,s. ix,"De Ricci I, 644. Part of one folio taken from a binding.","p. 96 [=HE]: CHICAGO, Library of C. L. Ricketts, 177. s. ix, probably English. De Ricci I, 644. Part of one folio taken from a binding.",
1189,1104,41,History,Ecclesiastical History of the English People,,,96,DIJON,Bibliothèque publique,574,fols. 2-114,Cîteaux,s. xii,"CG V (1889), 142.","p. 96 [=HE]: DIJON, Bibliothèque publique, 574, fols. 2-114. s. xii, Cîteaux. CG V (1889), 142.",
1190,1190,41,History,Ecclesiastical History of the English People,,,96,DOUAI,Bibliothèque publique,335,,Anchin,s. xii,"CG VI (1878), 176.","p. 96 [=HE]: DOUAI, Bibliothèque publique, 335. s. xii, Anchin. CG VI (1878), 176.",
1191,1191,41,History,Ecclesiastical History of the English People,,,96,DRESDEN,Öffentliche Bibliothek,J 44,fols. 1-109v,Altzelle,s. xiii,"Kat. der HSS der kgl. öffentl. Bibl. zu Dresden II, 25; cf. H. Schreiber, Zeitschrift für deutsche Geistesgeschichte I (1935), 280.","p. 96 [=HE]: DRESDEN, Öffentliche Bibliothek, J 44, fols. 1-109v. s. xiii, Altzelle. Kat. der HSS der kgl. öffentl. Bibl. zu Dresden II, 25; cf. H. Schreiber, Zeitschrift für deutsche Geistesgeschichte I (1935), 280.",
1192,1192,41,History,Ecclesiastical History of the English People,,,96,DRESDEN,Öffentliche Bibliothek,J 45,,Pegau,s. xii,"Kat. der HSS II, 26; Schreiber, loc. cit.","p. 96 [=HE]: DRESDEN, Öffentliche Bibliothek, J 45. s. xii, Pegau. Kat. der HSS II, 26; Schreiber, loc. cit.",
1193,1193,41,History,Ecclesiastical History of the English People,,,96,DUBLIN,Trinity College,E. 2. 23 (492),,,s. xii,"T. K. Abbott, Cat. of the MSS in the libr. of Trinity College, 73; E. van K. Dobbie, The MSS of Caedmon’s hymn and Bede’s death song, 77.","p. 96 [=HE]: DUBLIN, Trinity College, E. 2. 23 (492). s. xii. T. K. Abbott, Cat. of the MSS in the libr. of Trinity College, 73; E. van K. Dobbie, The MSS of Caedmon’s hymn and Bede’s death song, 77.",
1194,1194,41,History,Ecclesiastical History of the English People,,,96,DURHAM,Cathedral Library,B II 35,fols. 38v-119,Durham,s. xi2,"Plummer I, cv (D); R. A. B. Mynors, Durham Cathedral MSS, No. 47; Palaeographical Society: Second series, plate 193.","p. 96 [=HE]: DURHAM, Cathedral Library, B II 35, fols. 38v-119. s. xi2, Durham. Plummer I, cv (D); R. A. B. Mynors, Durham Cathedral MSS, No. 47; Palaeographical Society: Second series, plate 193.",
1195,1195,41,History,Ecclesiastical History of the English People,,,96,EDINBURGH,National Library of Scotland,Advocates 18.5.1,,Exeter Cathedral (cat. of 1506),s. xiv,"Vienna, SB CXXXIII (1896), Abhandlung 7, 5.","p. 96 [=HE]: EDINBURGH, National Library of Scotland, Advocates 18.5.1. s. xiv, Exeter Cathedral (cat. of 1506). Vienna, SB CXXXIII (1896), Abhandlung 7, 5.",
1196,1196,41,History,Ecclesiastical History of the English People,,,96,FLORENCE,Biblioteca Laurenziana,2671 C 7,,Florence,Date?,"Archiv XII (1874), 734. This seems to be the MS monasterii S. Mariae recorded by Hardy I, i, 441.","p. 96 [=HE]: FLORENCE, Biblioteca Laurenziana, 2671 C 7. Date?, Florence. Archiv XII (1874), 734. This seems to be the MS monasterii S. Mariae recorded by Hardy I, i, 441.",
1197,1197,41,History,Ecclesiastical History of the English People,,,96,FLORENCE,Biblioteca Laurenziana,Ashburnham 991,,,s. xiv,"Cat. of the MSS at Ashburnham Place, Part I.","p. 96 [=HE]: FLORENCE, Biblioteca Laurenziana, Ashburnham 991. s. xiv. Cat. of the MSS at Ashburnham Place, Part I.",
1198,1198,41,History,Ecclesiastical History of the English People,,,96,GLASGOW,University library,Hunt. T 4 3,,,A.D. 1515,"P. Henderson Aitken, Cat. of the MSS in the library of the Hunterian Museum, 94.","p. 96 [=HE]: GLASGOW, University library, Hunt. T 4 3. A.D. 1515. P. Henderson Aitken, Cat. of the MSS in the library of the Hunterian Museum, 94.",
1199,1199,41,History,Ecclesiastical History of the English People,,,96,GOTHA,Forschungsbibliothek,19 (Memb. I 63),,St Vincent,s. xii,"Munich, Abhandlung 23 (1906), 359.","p. 96 [=HE]: GOTHA, Forschungsbibliothek, 19 (Memb. I 63). s. xii, St Vincent. Munich, Abhandlung 23 (1906), 359.",
1200,1200,41,History,Ecclesiastical History of the English People,,,96,HEILIGENKREUZ,Stiftsbibliothek,145,fols. 1-141v,,s. xii,"Xenia Bernardina II, 1, 157.","p. 96 [=HE]: HEILIGENKREUZ, Stiftsbibliothek, 145, fols. 1-141v. s. xii. Xenia Bernardina II, 1, 157.",
1201,1201,41,History,Ecclesiastical History of the English People,,,97,HEREFORD,Chapter Library,P 5 1,,Brecon,s. xii,"A. T. Bannister, Descr. Cat. of the MSS in the Hereford Cathedral library, 149; Ker, 7.","p. 97 [=HE]: HEREFORD, Chapter Library, P 5 1. s. xii, Brecon. A. T. Bannister, Descr. Cat. of the MSS in the Hereford Cathedral library, 149; Ker, 7.",
1202,1202,41,History,Ecclesiastical History of the English People,,,97,KASSEL,Landesbibliothek,Theol. Q 2,,Fulda,s. viii,"ZBW, Beiheft 64, 184; W. M. Lindsay, Notae latinae, 452. The fifty folios written in Insular minuscule contain only the last two Books.","p. 97 [=HE]: KASSEL, Landesbibliothek, Theol. Q 2. s. viii, Fulda. ZBW, Beiheft 64, 184; W. M. Lindsay, Notae latinae, 452. The fifty folios written in Insular minuscule contain only the last two Books.",
1203,1203,41,History,Ecclesiastical History of the English People,,,97,KLOSTERNEUBURG,Stiftsbibliothek,685,,,s. xii?,"Archiv fur Kunde oesterreichischer Geschichtsquellen II (1850), Heft 2, 294.","p. 97 [=HE]: KLOSTERNEUBURG, Stiftsbibliothek, 685. s. xii?. Archiv fur Kunde oesterreichischer Geschichtsquellen II (1850), Heft 2, 294.",
1204,1204,41,History,Ecclesiastical History of the English People,,,97,LEIPZIG,Stadtbibliothek,CLXV,,,s. xii,"R. Naumann, Cat. librorum manu scriptorum, 39; Serapeum, Intelligenzblatt 21 (1856), 164.","p. 97 [=HE]: LEIPZIG, Stadtbibliothek, CLXV. s. xii. R. Naumann, Cat. librorum manu scriptorum, 39; Serapeum, Intelligenzblatt 21 (1856), 164.",
1205,1205,41,History,Ecclesiastical History of the English People,,,97,LENINGRAD,Public Library,Q v I 18,,Monkwearmouth-Jarrow?,A.D. 746?,"The older descriptions of this codex have been superseded by the article of Olga Dobiache-Rojdestvensky in Speculum III (1928), 314-21 with three plates.","p. 97 [=HE]: LENINGRAD, Public Library, Q v I 18. A.D. 746?, Monkwearmouth-Jarrow?. The older descriptions of this codex have been superseded by the article of Olga Dobiache-Rojdestvensky in Speculum III (1928), 314-21 with three plates.",
1206,1206,41,History,Ecclesiastical History of the English People,,,97,LEYDEN,Universiteitsbibliotheek,Voss. lat. Q 57,,,s. xv,"Bibl. academiae lugduno-batavae cat.: Deel XIV, 10.","p. 97 [=HE]: LEYDEN, Universiteitsbibliotheek, Voss. lat. Q 57. s. xv. Bibl. academiae lugduno-batavae cat.: Deel XIV, 10.",
1207,1207,41,History,Ecclesiastical History of the English People,,,97,LONDON,British Library,Addit. 10949,,,A.D. 1420,"Plummer I, ciii (A 3).","p. 97 [=HE]: LONDON, British Library, Addit. 10949. A.D. 1420. Plummer I, ciii (A 3).",
1208,1208,41,History,Ecclesiastical History of the English People,,,97,LONDON,British Library,Addit. 14250,,Plympton,s. xii,"Ibid., cxxiii (A 2); Ker, 85.","p. 97 [=HE]: LONDON, British Library, Addit. 14250. s. xii, Plympton. Ibid., cxxiii (A 2); Ker, 85.",
1209,1209,41,History,Ecclesiastical History of the English People,,,97,LONDON,British Library,Addit. 18150,,St Georgenberg,s. xi,"Plummer I, c (A 1).","p. 97 [=HE]: LONDON, British Library, Addit. 18150. s. xi, St Georgenberg. Plummer I, c (A 1).",
1210,1210,41,History,Ecclesiastical History of the English People,,,97,LONDON,British Library,Addit. 25014,,,s. xii,"Ibid., cvii (A 5).","p. 97 [=HE]: LONDON, British Library, Addit. 25014. s. xii. Ibid., cvii (A 5).",
1211,1211,41,History,Ecclesiastical History of the English People,,,97,LONDON,British Library,Addit. 33371,,,ca. A.D. 1200,"Ibid., ciii (A 4).","p. 97 [=HE]: LONDON, British Library, Addit. 33371. ca. A.D. 1200. Ibid., ciii (A 4).",
1212,1212,41,History,Ecclesiastical History of the English People,,,97,LONDON,British Library,Addit. 38130 (Phillipps 16250),,English,s. xii,"Cat. of additions, 1911-15, 31.","p. 97 [=HE]: LONDON, British Library, Addit. 38130 (Phillipps 16250). s. xii, English. Cat. of additions, 1911-15, 31.",
1213,898,41,History,Ecclesiastical History of the English People,,,97,LONDON,British Library,Addit. 38817 (Phillipps 25402),,Kirkham,s. xii,"Ibid.. 253; Ker, 59.","p. 97 [=HE]: LONDON, British Library, Addit. 38817 (Phillipps 25402). s. xii, Kirkham. Ibid.. 253; Ker, 59.",
1214,698,41,History,Ecclesiastical History of the English People,,,97,LONDON,British Library,Arundel 74,,,s. xiv,"Plummer I, cxxvi (Ar).","p. 97 [=HE]: LONDON, British Library, Arundel 74. s. xiv. Plummer I, cxxvi (Ar).",
1215,1215,41,History,Ecclesiastical History of the English People,,,97,LONDON,British Library,Burney 297,,,s. xiii,"Ibid., cxx (Bu 1).","p. 97 [=HE]: LONDON, British Library, Burney 297. s. xiii. Ibid., cxx (Bu 1).",
1216,1216,41,History,Ecclesiastical History of the English People,,,97,LONDON,British Library,Burney 310,,Durham,A.D. 1381,"Ibid, cvii (Bu 2); R. A. B. Mynors, Durham Cathedral MSS, 41 note; Ker, 40.","p. 97 [=HE]: LONDON, British Library, Burney 310. A.D. 1381, Durham. Ibid, cvii (Bu 2); R. A. B. Mynors, Durham Cathedral MSS, 41 note; Ker, 40.",
1217,1217,41,History,Ecclesiastical History of the English People,,,97,LONDON,British Library,Cotton Tib. A XIV,,English,s. ix1,"Plummer I, xci (B); Cat. of ancient MSS in the B.M. II, 79.","p. 97 [=HE]: LONDON, British Library, Cotton Tib. A XIV. s. ix1, English. Plummer I, xci (B); Cat. of ancient MSS in the B.M. II, 79.",
1218,1218,41,History,Ecclesiastical History of the English People,,,97,LONDON,British Library,Cotton Tib. C II,,English,s. viii ex.,"Plummer I, xciii (C); Cat. of ancient MSS in the B.M. II, 78; E. A. Lowe, Codd. lat. antiquiores II, No. 191, who says: ""written in England, probably in the South, as script and ornamentation suggest."" Reproduction in Palaeographical Society: First series, plate 141.","p. 97 [=HE]: LONDON, British Library, Cotton Tib. C II. s. viii ex., English. Plummer I, xciii (C); Cat. of ancient MSS in the B.M. II, 78; E. A. Lowe, Codd. lat. antiquiores II, No. 191, who says: ""written in England, probably in the South, as script and ornamentation suggest."" Reproduction in Palaeographical Society: First series, plate 141.",
1219,1219,41,History,Ecclesiastical History of the English People,,,98,LONDON,British Library,Harley 3680,fols. 1-173,Rochester,s. xii,"Plummer I, cxxvi (H 3); Ker, 90.","p. 98 [=HE]: LONDON, British Library, Harley 3680, fols. 1-173. s. xii, Rochester. Plummer I, cxxvi (H 3); Ker, 90.",
